web-scraper-order,web-scraper-start-url,page,page-href,question,underline
"1708214247-565","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","短期間 (tankikan): short term, short time",""
"1708214247-566","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","どんどん: rapidly, steadily",""
"1708214247-567","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","改善 (kaizen): improvement, betterment",""
"1708214247-568","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","成果 (seika): results, fruits",""
"1708214247-569","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","速度計 (sokudokei): speedometer",""
"1708214247-570","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","じそく: speed (per hour)",""
"1708214247-571","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","越える (koeru): to cross, to exceed",""
"1708214247-572","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","単語 (tango): word, vocabulary",""
"1708214247-573","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","フレーズ: phrase",""
"1708214247-574","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","捉える: to seize, to capture, to grasp",""
"1708214247-575","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","農家 (nouka): farmer, farm family",""
"1708214247-576","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","演じる (enjiru): to perform (a play), to play (a part)",""
"1708214247-577","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","健康的 (kenkouteki): healthy, hygienic",""
"1708214247-578","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","さつえい: photographing, filming",""
"1708214247-579","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","食 (shoku): meal",""
"1708214247-580","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","増量 (zouryou): increased volume or quantity",""
"1708214247-581","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","地域 (chiiki): area, region",""
"1708214247-582","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","国々 (kuniguni): countries",""
"1708214247-583","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","国家体制 (kokka taisei): national polity",""
"1708214247-584","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","自国 (jikoku): one’s own country",""
"1708214247-585","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","悩む (nayamu): to be worried, to be troubled",""
"1708214247-586","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","創業 (sougyou): establishment (of a business)",""
"1708214247-587","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","融資 (yuushi): financing, loan",""
"1708214247-588","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","知恵 (chie): wisdom, wit, intelligence",""
"1708214247-589","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","しぼる: to press, to squeeze, to tighten",""
"1708214247-590","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","肉体 (nikutai): the body, the flesh",""
"1708214247-591","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","筋トレ (kintore): weight training, muscle training",""
"1708214247-592","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","感覚 (kankaku): sense, sensation",""
"1708214247-593","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","トレーニング: training",""
"1708214247-594","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","重ねる: to pile up, to heap up, to repeat",""
"1708214247-595","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","しょうぎょう: commerce, trade, business",""
"1708214247-596","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","農薬 (nouyaku): agricultural chemical",""
"1708214247-597","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","就職 (shuushoku): finding employment",""
"1708214247-598","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","じょうはつ: evaporation, disappearance",""
"1708214247-599","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","濡れる (nureru): to get wet",""
"1708214247-600","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","乾く (kawaku): to get dry",""
"1708214247-601","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","帰宅 (kitaku): returning home",""
"1708214247-602","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","不規則: irregularity, unsteadiness",""
"1708214247-603","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 03","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-3/","Click here to download this test for offline viewing.",""
"1708214257-604","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","人間性とは何なのかをあらためて問い直し、未来の世代に対してどんな価値を残していきたいのかを真剣に考え始める必要があると思う。","あらためて"
"1708214257-605","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","1. あらためて
 紀めて
 記めて
 改めて
 妃めて",""
"1708214257-606","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","投資家の中には、短い期間で売買を繰り返し、小さな利益を積み上げて、トータルで大きな利益をねらう人もいる。","売買"
"1708214257-607","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","2. 売買
 うか
 うばい
 ばいか
 ばいばい",""
"1708214257-608","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","ちょうどこの瞬間が、より軽い荷物をせおった機敏な人たちが追いつき、横に並び、そしておそらく追い越していく時なのだ。","せおった"
"1708214257-609","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","3. せおった
 背追った
 背織った
 背負った
 背折った",""
"1708214257-610","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","１０年後には、売上を今の倍くらいにはしたいと思いますし、従業員の数も５割アップを目指しています。","売上"
"1708214257-611","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","4. 売上
 うりうえ
 うりじょう
 うりうわ
 うりあげ",""
"1708214257-612","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","港封鎖はさらにげんじゅうになり、紅茶、コーヒー、ファッション誌、書籍などのぜいたく品はどれも品薄となり、法外な高価がついた。","げんじゅう"
"1708214257-613","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","5. げんじゅう
 厳重
 敢重
 厳動
 敢動",""
"1708214257-614","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","デザインとは、表面的にどう見えるかだけの問題ではない。製品の本質を反映していなければならない。","反映"
"1708214257-615","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","6. 反映
 はんえ
 はんうつ
 はんえい
 たんえい",""
"1708214257-616","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","いまのまま織田をCEOとした場合、倒産を避けられるかくりつは１０パーセントしかないと思う。","かくりつ"
"1708214257-617","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","7. かくりつ
 確交
 確傘
 確率
 確卒",""
"1708214257-618","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","ここでは、本題に入る前に次の四つのポイントを確実に抑えておきましょう。","抑えて"
"1708214257-619","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","8. 抑えて
 ささえて
 おさえて
 ひかえて
 ととなえて",""
"1708214257-620","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","北極では現在、地球温暖化の影響で北極海の海氷面積が大幅にしゅくしょうしている。","しゅくしょう"
"1708214257-621","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","9. しゅくしょう
 縮少
 宿小
 宿少
 縮小",""
"1708214257-622","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","Google検索の最大の特徴は、膨大なインターネット全体から超高速かつ高い品質で目的のウェブページを探してくれること。","膨大"
"1708214257-623","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","10. 膨大
 かくだい
 こうだい
 ぼうだい
 そくだい",""
"1708214257-624","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","図書室は巨大なせいほうけいの部屋で、色の濃い板張りの壁が上から下までめぐらされている。","せいほうけい"
"1708214257-625","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","11. せいほうけい
 生方形
 正方形
 生方型
 正方型",""
"1708214257-626","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","政府の調査によれば、台風による農産物の被害は数億円にのぼると言う。","農産物"
"1708214257-627","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","12. 農産物
 のさんもの
 のうさんぶつ
 のうさんもの
 のさんぶつ",""
"1708214257-628","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","Answer Key:",""
"1708214257-629","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","Question 1: 3 (あらためて => 改めて)
Question 2: 4 (売買 => ばいばい)
Question 3: 3 (せおった => 背負った)
Question 4: 4 (売上 => うりあげ)
Question 5: 1 (げんじゅう => 厳重)
Question 6: 3 (反映 => はんえい)
Question 7: 3 (かくりつ => 確率)
Question 8: 2 (抑えて => おさえて)
Question 9: 4 (しゅくしょう => 縮小)
Question 10: 3 (膨大 => ぼうだい)
Question 11: 2 (せいほうけい => 正方形)
Question 12: 2 (農産物 => のうさんぶつ)",""
"1708214257-630","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","New words:",""
"1708214257-631","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","人間性 (ningensei): humanity, human nature",""
"1708214257-632","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","問い直す (toinaosu): to question, to query",""
"1708214257-633","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","未来 (mirai): the future",""
"1708214257-634","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","世代 (sedai): generation, the world",""
"1708214257-635","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","価値 (kachi): value, worth, merit",""
"1708214257-636","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","真剣 (shinken): seriousness, earnestness",""
"1708214257-637","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","あらためて: another time, again, over again",""
"1708214257-638","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","投資家 (toushika): investor",""
"1708214257-639","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","売買: trade, buying and selling",""
"1708214257-640","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","繰り返す (kurikaesu): repetition, repeatedly",""
"1708214257-641","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","利益 (rieki): profit, gains, benefit",""
"1708214257-642","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","積み上げる (tsumiageru): to pile up, to make a heap",""
"1708214257-643","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","トータル: total",""
"1708214257-644","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","狙う (nerau): to aim at",""
"1708214257-645","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","瞬間 (shunkan): moment, second, instant",""
"1708214257-646","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","せおう: to be burdened with, to carry on back or shoulder",""
"1708214257-647","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","機敏 (kibin): smart, quick, prompt",""
"1708214257-648","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","追いつく (oitsuku): to overtake, to catch up with",""
"1708214257-649","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","おそらく: perhaps, likely, probably",""
"1708214257-650","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","追い越す (oikosu): to pass, to outdistance",""
"1708214257-651","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","売上: amount sold, proceeds",""
"1708214257-652","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","従業員 (juugyouin): employee, worker",""
"1708214257-653","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","割 (wari): rate, ratio, proportion, percentage",""
"1708214257-654","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","目指す (mezasu): to aim at, to have an eye on",""
"1708214257-655","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","港 (minato): harbor, port",""
"1708214257-656","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","封鎖 (fuusa): blockade, freezing (funds)",""
"1708214257-657","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","げんじゅう: strict, rigor, firm",""
"1708214257-658","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","書籍 (shoseki): book, publication",""
"1708214257-659","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","ぜいたく: luxury, extravagance",""
"1708214257-660","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","品薄 (shinausu): shortage of stock, scarcity of goods",""
"1708214257-661","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","法外 (hougai): exorbitant, outrageous",""
"1708214257-662","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","高価 (kouka): high price",""
"1708214257-663","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","デザイン: design",""
"1708214257-664","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","表面的 (hyoumenteki): on the surface",""
"1708214257-665","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 02","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-2/","製品 (seihin): manufactured goods, finished goods",""
